centroid
POINT (1505306.525097983 3351330.3537128125)
POINT (1480732.1548920486 3348240.231885446)
POINT (1478901.406755503 3349546.6980529903)
POINT (1496469.1922422545 3345721.7536383215)
POINT (1486157.7784268672 3347017.1866550115)
POINT (1480292.2793707747 3345342.808954056)
POINT (1466975.8650250868 3354292.363873286)
POINT (1440857.3601999618 3352045.053996229)
POINT (1420099.8361493577 3364203.174029629)
POINT (1400144.8506339348 3363134.1664776434)
POINT (1416825.6221579616 3347979.3337365147)
POINT (1386557.44938992 3348322.8945450336)
POINT (1473207.9042267776 3351345.810162792)
POINT (1455851.395515536 3347134.215071771)
POINT (1469271.1621968036 3344331.3195437337)
POINT (1443898.8600112526 3335932.3876438425)
POINT (1442639.128510339 3334754.1213985807)
POINT (1472369.5194942625 3338430.8533007125)
POINT (1472521.3704869163 3337471.915154202)
POINT (1463592.334282725 3334587.946117416)
POINT (1457176.8497351522 3334072.0475858846)
POINT (1450226.1164357108 3335258.445069833)
POINT (1446923.7584615985 3332717.469115069)
POINT (1446998.396648494 3332237.5562515245)
POINT (1445729.406785828 3329952.428734276)
POINT (1446890.3899317284 3328290.2834695103)
POINT (1442140.2223324513 3330992.0763445348)
POINT (1438226.9999973697 3330632.2509945463)
POINT (1445239.5256659056 3327296.890055011)
POINT (1442660.6875183382 3327633.78685312)
POINT (1438820.2081805267 3326794.026073039)
POINT (1451759.9157007132 3320205.45435806)
POINT (1445537.3823837203 3325378.3364999383)
POINT (1444722.390066677 3321322.013292135)
POINT (1442847.4477320681 3321768.2237367094)
POINT (1441362.0926343424 3322029.3918425525)
POINT (1445966.6163753523 3320286.7992090713)
POINT (1441881.7192774103 3318671.4718143116)
POINT (1437277.5930092293 3320415.8048307747)
POINT (1436646.105827022 3319827.3168075127)
POINT (1438911.1682234076 3319194.443576613)
POINT (1423041.075877064 3344999.1226576557)
POINT (1414865.5758082166 3339575.292910209)
POINT (1410325.4009555534 3338639.812916257)
POINT (1425877.3573088802 3331187.673151027)
POINT (1433307.2091986497 3322751.0462653157)
POINT (1425011.6123726317 3322705.945530149)
POINT (1433413.485657359 3317364.9829616365)
POINT (1430358.803810446 3317264.0787130264)
POINT (1428800.0811450805 3318006.980322147)
POINT (1429737.5581620499 3317782.3259623433)
POINT (1421850.9199662793 3319767.375102705)
POINT (1580472.1312843643 3287046.3953742925)
POINT (1546867.328070936 3329374.234759623)
POINT (1539034.5020979051 3328567.5736097554)
POINT (1530889.975970146 3325257.1347539644)
POINT (1545150.117119977 3326628.89028219)
POINT (1546719.1081396607 3325905.625242321)
POINT (1537473.2049831057 3324866.2298544985)
POINT (1538415.5882495053 3323546.346423592)
POINT (1536068.1677298541 3320207.676525523)
POINT (1535912.7483134198 3318952.509922368)
POINT (1566354.6575886635 3316887.14845585)
POINT (1555673.711108033 3320017.5768183074)
POINT (1556619.0399875145 3318699.700186011)
POINT (1555054.7564441024 3317208.408761696)
POINT (1555687.167769115 3315592.3019895446)
POINT (1562921.8013348628 3311391.1008894993)
POINT (1560096.9816187327 3310918.082941369)
POINT (1541567.792443311 3313246.6945379763)
POINT (1538855.028535917 3317593.669757927)
POINT (1539287.180114099 3317173.025063434)
POINT (1537797.8299210726 3316312.6597669944)
POINT (1539837.973347834 3316034.4913770803)
POINT (1532307.174197747 3316637.507886582)
POINT (1532464.6065671628 3315679.9864542014)
POINT (1529405.8002643296 3314439.9464554866)
POINT (1535609.6096468912 3305379.3212876366)
POINT (1533490.4163780233 3302818.5168169085)
POINT (1531644.4940132718 3301900.90331012)
POINT (1526346.7825780124 3317626.6486239308)
POINT (1520069.6275218253 3311683.9493975057)
POINT (1514258.0190301922 3307297.4513684004)
POINT (1520221.8351106427 3306301.0580350235)
POINT (1523044.7525097686 3302337.1870118547)
POINT (1518329.9549051328 3300094.7952833176)
POINT (1512992.34361437 3301685.3195828204)
POINT (1506099.078447469 3308434.1215680763)
POINT (1492292.339834874 3308672.6078259805)
POINT (1506386.0637419086 3297668.8330435967)
POINT (1574886.3418763485 3305040.570397237)
POINT (1562645.2218472182 3300031.702013509)
POINT (1567376.5964800508 3295660.57101028)
POINT (1576187.2926510973 3295175.770787602)
POINT (1570285.4303079846 3293229.0231248094)
POINT (1568171.8153189293 3293089.1083377367)
POINT (1569747.7337698666 3292370.2733754753)
POINT (1566275.264367881 3295721.8465079437)
POINT (1543467.3136515873 3301758.7358913533)
POINT (1531762.3039690217 3300076.7415918647)
POINT (1543002.0630914657 3295782.0520908074)
POINT (1551021.0106993166 3295635.163976066)
POINT (1578875.4002215737 3292186.5580101702)
POINT (1574468.091629959 3292426.700043494)
POINT (1575856.5114198683 3289586.6689041494)
POINT (1571090.528597996 3290874.493758379)
POINT (1569594.8160665673 3291114.881768985)
POINT (1573298.66949053 3289647.761779835)
POINT (1573027.0099370654 3288556.9702825225)
POINT (1579441.005554018 3288839.1633994407)
POINT (1574328.6288566552 3287853.7715216586)
POINT (1574763.0843218553 3287435.47986358)
POINT (1575591.9625460235 3286837.1741169943)
POINT (1573264.5708156328 3288227.9735020874)
POINT (1571733.732134948 3287048.447513709)
POINT (1563150.8443437521 3288313.966848856)
POINT (1557650.7661933443 3284200.2715159035)
POINT (1562848.1161633905 3283592.341870615)
POINT (1562139.8691677612 3283474.0215722723)
POINT (1576707.3655867965 3283460.01139412)
POINT (1574663.0590904609 3282623.9446911365)
POINT (1574743.5485447845 3282145.831363446)
POINT (1580823.6251528717 3278499.718866658)
POINT (1574670.8216041278 3280412.689462086)
POINT (1567819.0504074965 3279999.309798369)
POINT (1530898.3173157969 3299535.5167021407)
POINT (1507399.4807127567 3294760.94281408)
POINT (1506139.106183429 3293574.793775066)
POINT (1495358.0069085364 3289510.397503441)
POINT (1487734.5572277175 3289521.296401841)
POINT (1488431.6198717505 3287422.1643826994)
POINT (1496584.0141574936 3281847.1456510117)
POINT (1471348.321966726 3322050.664263971)
POINT (1479162.7330108033 3318374.166733806)
POINT (1471172.8796815919 3318583.1666680295)
POINT (1466099.5436846563 3315204.4353476213)
POINT (1472081.1200610609 3312830.7502858383)
POINT (1454101.249114768 3319096.768225943)
POINT (1452689.9141266737 3318876.617368766)
POINT (1450730.6935473126 3318694.216423787)
POINT (1449718.0913421544 3319396.3347959225)
POINT (1450064.3484507592 3318621.3952284)
POINT (1449821.5206603566 3317570.40574834)
POINT (1458920.0546604963 3313709.477834667)
POINT (1446422.1474104908 3318515.791640649)
POINT (1446106.5809808723 3318221.1215163786)
POINT (1445400.957083361 3318111.643130392)
POINT (1442178.6303953354 3316752.7864292064)
POINT (1442643.033504343 3316088.1741132783)
POINT (1440033.9892724396 3317771.806683684)
POINT (1439281.572322506 3316796.0050061834)
POINT (1437795.648863778 3317057.954527416)
POINT (1439382.863685098 3314970.2330608065)
POINT (1446841.8547668147 3312318.4883254576)
POINT (1439568.0711427482 3313770.835427396)
POINT (1436854.6573782805 3312615.5931692286)
POINT (1440341.987901874 3310514.1837346633)
POINT (1439682.7354859102 3311271.8536102166)
POINT (1437819.5337227 3311045.6680622958)
POINT (1439622.3314763305 3311078.429738233)
POINT (1456694.8386945191 3309431.9504936724)
POINT (1451640.628712572 3304715.038607046)
POINT (1443830.8503034466 3308414.1995519875)
POINT (1439142.9373806897 3310083.444068204)
POINT (1438710.6646803021 3309955.4718710724)
POINT (1437298.1639589714 3309737.685345896)
POINT (1437862.8379813503 3307246.7641903553)
POINT (1448682.8968673528 3307447.4460118655)
POINT (1448050.8796356393 3306858.2896143068)
POINT (1445373.488076172 3305460.855262453)
POINT (1440339.160115561 3305848.6784914425)
POINT (1440194.4094113528 3305028.23218191)
POINT (1443549.9748143398 3303214.413990644)
